percentage_time,cumulative_sec,self_sec,calls,self sec/call,total sec/call,name,class,function
0.0,51.33,0.0,8.0,0.0,0.0,"EncAdaptiveLoopFilter::roundFiltCoeffCCALF(short*, double*, int, int)",EncAdaptiveLoopFilter,roundFiltCoeffCCALF
0.0,51.33,0.0,8.0,0.0,0.0,"EncAdaptiveLoopFilter::deriveCcAlfFilterCoeff(ComponentID, UnitBuf<short> const&, UnitBuf<short> const&, short (*) [8], unsigned char)",EncAdaptiveLoopFilter,deriveCcAlfFilterCoeff
0.0,51.33,0.0,8.0,0.0,0.0,"std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*)",std,"_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase"
0.0,51.33,0.0,7.0,0.0,0.0,df::program_options_lite::ArgvParser::where[abi:cxx11](),df,program_options_lite::ArgvParser::where[abi:cxx11]
0.0,51.33,0.0,7.0,0.0,0.0,"void std::vector<Ctx*, std::allocator<Ctx*> >::_M_realloc_insert<Ctx* const&>(__gnu_cxx::__normal_iterator<Ctx**, std::vector<Ctx*, std::allocator<Ctx*> > >, Ctx* const&)",void std,"vector<Ctx*, std::allocator<Ctx*> >::_M_realloc_insert<Ctx* const&>"
0.0,51.33,0.0,7.0,0.0,0.0,"std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)",std,"vector<double, std::allocator<double> >::operator="
0.0,51.33,0.0,6.0,0.0,0.0,"read_x86_extension_flags(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)",read_x86_extension_flags(std,"__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&"
0.0,51.33,0.0,6.0,0.0,0.0,"msg(MsgLevel, char const*, ...)",no_class_function,msg
0.0,51.33,0.0,6.0,0.0,0.0,"SampleAdaptiveOffset::deriveLoopFilterBoundaryAvailibility(CodingStructure&, Position const&, bool&, bool&, bool&, bool&, bool&, bool&, bool&, bool&) const",SampleAdaptiveOffset,deriveLoopFilterBoundaryAvailibility
0.0,51.33,0.0,6.0,0.0,0.0,"std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool)",std,"vector<bool, std::allocator<bool> >::_M_fill_insert"
0.0,51.33,0.0,6.0,0.0,0.0,"std::vector<short, std::allocator<short> >::operator=(std::vector<short, std::allocator<short> > const&)",std,"vector<short, std::allocator<short> >::operator="
0.0,51.33,0.0,5.0,0.0,0.0,"VideoIOYuv::skipFrames(unsigned int, unsigned int, unsigned int, ChromaFormat)",VideoIOYuv,skipFrames
0.0,51.33,0.0,5.0,0.0,0.0,"AreaBuf<short>::rspSignal(std::vector<short, std::allocator<short> >&)",AreaBuf<short>,rspSignal
0.0,51.33,0.0,5.0,0.0,0.0,Picture::getOrigBuf(ComponentID),Picture,getOrigBuf
0.0,51.33,0.0,5.0,0.0,0.0,"Picture::getBuf(ComponentID, PictureType const&)",Picture,getBuf
0.0,51.33,0.0,5.0,0.0,0.0,"std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)",std,"_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::list<df::program_options_lite::Options::Names*, std::allocator<df::program_options_lite::Options::Names*> > > > >::_M_get_insert_unique_pos"
0.0,51.33,0.0,4.0,0.0,0.0,"void simdFilter7x7Blk<(X86_VEXT)3>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int)",no_class_function,void simdFilter7x7Blk
0.0,51.33,0.0,4.0,0.0,0.0,EncReshape::initSeqStats(SeqInfo&),EncReshape,initSeqStats
0.0,51.33,0.0,4.0,0.0,0.0,"VideoIOYuv::open(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, int const*, int const*, int const*)",VideoIOYuv,open
0.0,51.33,0.0,4.0,0.0,0.0,VideoIOYuv::close(),VideoIOYuv,close
0.0,51.33,0.0,4.0,0.0,0.0,"df::program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&)",df,"program_options_lite::Option<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::parse"
0.0,51.33,0.0,4.0,0.0,0.0,"Analyze::printOut(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ChromaFormat, bool, bool, bool, bool, bool, BitDepths const&, bool, bool)",Analyze,printOut
0.0,51.33,0.0,4.0,0.0,0.0,"std::map<int, ParameterSetMap<APS>::MapData<APS>, std::less<int>, std::allocator<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > > >::operator[](int const&)",std,"map<int, ParameterSetMap<APS>::MapData<APS>, std::less<int>, std::allocator<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > > >::operator[]"
0.0,51.33,0.0,4.0,0.0,0.0,"std::map<int, ParameterSetMap<SPS>::MapData<SPS>, std::less<int>, std::allocator<std::pair<int const, ParameterSetMap<SPS>::MapData<SPS> > > >::operator[](int const&)",std,"map<int, ParameterSetMap<SPS>::MapData<SPS>, std::less<int>, std::allocator<std::pair<int const, ParameterSetMap<SPS>::MapData<SPS> > > >::operator[]"
0.0,51.33,0.0,4.0,0.0,0.0,"void std::vector<AlfFilterShape, std::allocator<AlfFilterShape> >::_M_realloc_insert<AlfFilterShape>(__gnu_cxx::__normal_iterator<AlfFilterShape*, std::vector<AlfFilterShape, std::allocator<AlfFilterShape> > >, AlfFilterShape&&)",void std,"vector<AlfFilterShape, std::allocator<AlfFilterShape> >::_M_realloc_insert<AlfFilterShape>"
0.0,51.33,0.0,4.0,0.0,0.0,"std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()",std,"vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector"
0.0,51.33,0.0,4.0,0.0,0.0,"std::vector<short, std::allocator<short> >::_M_fill_insert(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, unsigned long, short const&)",std,"vector<short, std::allocator<short> >::_M_fill_insert"
0.0,51.33,0.0,4.0,0.0,0.0,"std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)",std,"_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> > >::_M_get_insert_unique_pos"
0.0,51.33,0.0,4.0,0.0,0.0,"std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*)",std,"_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase"
0.0,51.33,0.0,4.0,0.0,0.0,"void std::__merge_sort_with_buffer<FilterIdxCount*, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)> >(FilterIdxCount*, FilterIdxCount*, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)>)",void std,"__merge_sort_with_buffer<FilterIdxCount*, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool "
0.0,51.33,0.0,3.0,0.0,0.0,"InterSearch::xGetMvpIdxBits(int, int)",InterSearch,xGetMvpIdxBits
0.0,51.33,0.0,3.0,0.0,0.0,ProfileFeatures::getProfileFeatures(Profile::Name),ProfileFeatures,getProfileFeatures
0.0,51.33,0.0,3.0,0.0,0.0,ProfileTierLevel::ProfileTierLevel(),ProfileTierLevel,ProfileTierLevel
0.0,51.33,0.0,3.0,0.0,0.0,"df::program_options_lite::OptionSpecific& df::program_options_lite::OptionSpecific::operator()<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .constprop.457]",df,program_options_lite::OptionSpecific& df::program_options_lite::OptionSpecific::operator
0.0,51.33,0.0,3.0,0.0,0.0,df::program_options_lite::Option<SMultiValueInput<double> >::setDefault(),df,program_options_lite::Option<SMultiValueInput<double> >::setDefault
0.0,51.33,0.0,3.0,0.0,0.0,df::program_options_lite::Option<SMultiValueInput<double> >::~Option(),df,program_options_lite::Option<SMultiValueInput<double> >::~Option
0.0,51.33,0.0,3.0,0.0,0.0,df::program_options_lite::Option<SMultiValueInput<short> >::setDefault(),df,program_options_lite::Option<SMultiValueInput<short> >::setDefault
0.0,51.33,0.0,3.0,0.0,0.0,df::program_options_lite::Option<SMultiValueInput<short> >::~Option(),df,program_options_lite::Option<SMultiValueInput<short> >::~Option
0.0,51.33,0.0,3.0,0.0,0.0,"df::program_options_lite::Option<double>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&)",df,program_options_lite::Option<double>::parse
0.0,51.33,0.0,3.0,0.0,0.0,SPS::getWinUnitX(int),SPS,getWinUnitX
0.0,51.33,0.0,3.0,0.0,0.0,SPS::getWinUnitY(int),SPS,getWinUnitY
0.0,51.33,0.0,3.0,0.0,0.0,VLCWriter::xWriteRbspTrailingBits(),VLCWriter,xWriteRbspTrailingBits
0.0,51.33,0.0,3.0,0.0,0.0,"std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&)",std,"vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >"
0.0,51.33,0.0,3.0,0.0,0.0,"void std::deque<TemporalFilterSourcePicInfo, std::allocator<TemporalFilterSourcePicInfo> >::_M_push_back_aux<TemporalFilterSourcePicInfo>(TemporalFilterSourcePicInfo&&)",void std,"deque<TemporalFilterSourcePicInfo, std::allocator<TemporalFilterSourcePicInfo> >::_M_push_back_aux<TemporalFilterSourcePicInfo>"
0.0,51.33,0.0,3.0,0.0,0.0,"std::vector<ProfileTierLevel, std::allocator<ProfileTierLevel> >::operator=(std::vector<ProfileTierLevel, std::allocator<ProfileTierLevel> > const&)",std,"vector<ProfileTierLevel, std::allocator<ProfileTierLevel> >::operator="
0.0,51.33,0.0,3.0,0.0,0.0,"std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&)",std,"vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert"
0.0,51.33,0.0,3.0,0.0,0.0,"std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > >::operator=(std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > > const&)",std,"vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > >::operator="
0.0,51.33,0.0,3.0,0.0,0.0,"std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)",std,"vector<int, std::allocator<int> >::_M_fill_insert"
0.0,51.33,0.0,3.0,0.0,0.0,"void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&)",void std,"vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>"
0.0,51.33,0.0,3.0,0.0,0.0,"std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long)",std,"vector<unsigned int, std::allocator<unsigned int> >::resize"
0.0,51.33,0.0,3.0,0.0,0.0,"std::vector<unsigned short, std::allocator<unsigned short> >::_M_default_append(unsigned long)",std,"vector<unsigned short, std::allocator<unsigned short> >::_M_default_append"
0.0,51.33,0.0,3.0,0.0,0.0,"std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> >*)",std,"_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, X86_VEXT> > >::_M_erase"
0.0,51.33,0.0,3.0,0.0,0.0,"std::_Rb_tree<unsigned int, std::pair<unsigned int const, SEIAnnotatedRegions::AnnotatedRegionObject>, std::_Select1st<std::pair<unsigned int const, SEIAnnotatedRegions::AnnotatedRegionObject> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, SEIAnnotatedRegions::AnnotatedRegionObject> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned int const, SEIAnnotatedRegions::AnnotatedRegionObject> >*)",std,"_Rb_tree<unsigned int, std::pair<unsigned int const, SEIAnnotatedRegions::AnnotatedRegionObject>, std::_Select1st<std::pair<unsigned int const, SEIAnnotatedRegions::AnnotatedRegionObject> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, SEIAnnotatedRegions::AnnotatedRegionObject> > >::_M_erase"
0.0,51.33,0.0,2.0,0.0,0.0,getListOfColourSpaceConverts[abi:cxx11](bool),no_class_function,getListOfColourSpaceConverts[abi:cxx11]
0.0,51.33,0.0,2.0,0.0,0.0,"do_cpuid(int*, int)",no_class_function,do_cpuid
0.0,51.33,0.0,2.0,0.0,0.0,"EncReshape::cwReduction(int, int)",EncReshape,cwReduction
0.0,51.33,0.0,2.0,0.0,0.0,"EncReshape::cwPerturbation(int, int, unsigned short)",EncReshape,cwPerturbation
0.0,51.33,0.0,2.0,0.0,0.0,ScalingList::ScalingList(),ScalingList,ScalingList
0.0,51.33,0.0,2.0,0.0,0.0,"CodingStructure::create(UnitArea const&, bool, bool)",CodingStructure,create
0.0,51.33,0.0,2.0,0.0,0.0,"ParameterSetMap<APS>::setID(APS*, int)",ParameterSetMap<APS>,setID
0.0,51.33,0.0,2.0,0.0,0.0,DeblockingFilter::destroy(),DeblockingFilter,destroy
0.0,51.33,0.0,2.0,0.0,0.0,SMultiValueInput<int>::readValues(std::istream&),SMultiValueInput<int>,readValues
0.0,51.33,0.0,2.0,0.0,0.0,SampleAdaptiveOffset::destroy(),SampleAdaptiveOffset,destroy
0.0,51.33,0.0,2.0,0.0,0.0,"EncAdaptiveLoopFilter::getAvailableCcAlfApsIds(CodingStructure&, ComponentID)",EncAdaptiveLoopFilter,getAvailableCcAlfApsIds
0.0,51.33,0.0,2.0,0.0,0.0,"EncAdaptiveLoopFilter::determineControlIdcValues(CodingStructure&, ComponentID, AreaBuf<short> const*, int, int, int, int, double**, unsigned long**, unsigned long*, unsigned long*, bool, unsigned char*, unsigned char*, unsigned long&, double&, bool*, unsigned char*, unsigned char&)",EncAdaptiveLoopFilter,determineControlIdcValues
0.0,51.33,0.0,2.0,0.0,0.0,"df::program_options_lite::ArgvParser::parseGNU(unsigned int, char const**)",df,program_options_lite::ArgvParser::parseGNU
0.0,51.33,0.0,2.0,0.0,0.0,"df::program_options_lite::OptionFunc::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&)",df,program_options_lite::OptionFunc::parse
0.0,51.33,0.0,2.0,0.0,0.0,df::program_options_lite::OptionFunc::~OptionFunc(),df,program_options_lite::OptionFunc::~OptionFunc
0.0,51.33,0.0,2.0,0.0,0.0,df::program_options_lite::CfgStreamParser::scanStream(std::istream&),df,program_options_lite::CfgStreamParser::scanStream
0.0,51.33,0.0,2.0,0.0,0.0,"df::program_options_lite::Option<SMultiValueInput<int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&)",df,program_options_lite::Option<SMultiValueInput<int> >::parse
0.0,51.33,0.0,2.0,0.0,0.0,"df::program_options_lite::Option<std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&)",df,"program_options_lite::Option<std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > >::parse"
0.0,51.33,0.0,2.0,0.0,0.0,APS::APS(),APS,APS
0.0,51.33,0.0,2.0,0.0,0.0,APS::~APS(),APS,~APS
0.0,51.33,0.0,2.0,0.0,0.0,APS::~APS(),APS,~APS
0.0,51.33,0.0,2.0,0.0,0.0,Ctx::Ctx(BinProbModel_Std const*),Ctx,Ctx
0.0,51.33,0.0,2.0,0.0,0.0,VPS::deriveOutputLayerSets(),VPS,deriveOutputLayerSets
0.0,51.33,0.0,2.0,0.0,0.0,"EncApp::xWriteOutput(int, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&)",EncApp,xWriteOutput
0.0,51.33,0.0,2.0,0.0,0.0,EncCfg::~EncCfg(),EncCfg,~EncCfg
0.0,51.33,0.0,2.0,0.0,0.0,EncLib::SPSNeedsWriting(int),EncLib,SPSNeedsWriting
0.0,51.33,0.0,2.0,0.0,0.0,EncLib::xInitSPS(SPS&),EncLib,xInitSPS
0.0,51.33,0.0,2.0,0.0,0.0,Picture::getOrigBuf(),Picture,getOrigBuf
0.0,51.33,0.0,2.0,0.0,0.0,Picture::getFilteredOrigBuf(),Picture,getFilteredOrigBuf
0.0,51.33,0.0,2.0,0.0,0.0,"UnitBuf<short>::copyFrom(UnitBuf<short const> const&, bool, bool) [clone .constprop.928]",UnitBuf<short>,copyFrom
0.0,51.33,0.0,2.0,0.0,0.0,CtxStore<BinProbModel_Std>::CtxStore(bool),CtxStore<BinProbModel_Std>,CtxStore
0.0,51.33,0.0,2.0,0.0,0.0,EncSlice::destroy(),EncSlice,destroy
0.0,51.33,0.0,2.0,0.0,0.0,RateCtrl::destroy(),RateCtrl,destroy
0.0,51.33,0.0,2.0,0.0,0.01,"EncTemporalFilter::bilateralFilter(PelStorage const&, std::deque<TemporalFilterSourcePicInfo, std::allocator<TemporalFilterSourcePicInfo> >&, PelStorage&, double) const",EncTemporalFilter,bilateralFilter
0.0,51.33,0.0,2.0,0.0,0.0,"std::vector<ChromaQpAdj, std::allocator<ChromaQpAdj> >::operator=(std::vector<ChromaQpAdj, std::allocator<ChromaQpAdj> > const&)",std,"vector<ChromaQpAdj, std::allocator<ChromaQpAdj> >::operator="
0.0,51.33,0.0,2.0,0.0,0.0,"std::vector<ProfileTierLevel, std::allocator<ProfileTierLevel> >::_M_default_append(unsigned long)",std,"vector<ProfileTierLevel, std::allocator<ProfileTierLevel> >::_M_default_append"
0.0,51.33,0.0,2.0,0.0,0.0,"std::vector<ReferencePictureList, std::allocator<ReferencePictureList> >::_M_default_append(unsigned long)",std,"vector<ReferencePictureList, std::allocator<ReferencePictureList> >::_M_default_append"
0.0,51.33,0.0,2.0,0.0,0.0,"std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator=(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&)",std,"vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator="
0.0,51.33,0.0,2.0,0.0,0.0,"std::vector<signed char, std::allocator<signed char> >::_M_default_append(unsigned long)",std,"vector<signed char, std::allocator<signed char> >::_M_default_append"
0.0,51.33,0.0,2.0,0.0,0.0,"std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&)",std,"vector<double, std::allocator<double> >::_M_fill_insert"
0.0,51.33,0.0,2.0,0.0,0.0,"std::_Rb_tree<int, std::pair<int const, ParameterSetMap<APS>::MapData<APS> >, std::_Select1st<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > >, std::less<int>, std::allocator<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > > >::_M_erase(std::_Rb_tree_node<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > >*)",std,"_Rb_tree<int, std::pair<int const, ParameterSetMap<APS>::MapData<APS> >, std::_Select1st<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > >, std::less<int>, std::allocator<std::pair<int const, ParameterSetMap<APS>::MapData<APS> > > >::_M_erase"
0.0,51.33,0.0,2.0,0.0,0.0,"std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&)",std,"_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos"
0.0,51.33,0.0,2.0,0.0,0.0,"void std::__merge_adaptive<FilterIdxCount*, long, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)> >(FilterIdxCount*, FilterIdxCount*, FilterIdxCount*, long, long, FilterIdxCount*, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)>)",void std,"__merge_adaptive<FilterIdxCount*, long, FilterIdxCount*, __gnu_cxx::__ops::_Iter_comp_iter<bool "
0.0,51.33,0.0,2.0,0.0,0.0,"void std::__stable_sort_adaptive<FilterIdxCount*, FilterIdxCount*, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)> >(FilterIdxCount*, FilterIdxCount*, FilterIdxCount*, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(FilterIdxCount, FilterIdxCount)>)",void std,"__stable_sort_adaptive<FilterIdxCount*, FilterIdxCount*, long, __gnu_cxx::__ops::_Iter_comp_iter<bool "
0.0,51.33,0.0,1.0,0.0,0.0,_GLOBAL__sub_I__Z18writeAnnexBNalUnitRSoRK11NALUnitEBSPb,no_class_function,_GLOBAL__sub_I__Z18writeAnnexBNalUnitRSoRK11NALUnitEBSPb
0.0,51.33,0.0,1.0,0.0,0.0,_GLOBAL__sub_I__ZN9EncAppCfgC2Ev,no_class_function,_GLOBAL__sub_I__ZN9EncAppCfgC2Ev
0.0,51.33,0.0,1.0,0.0,0.0,_GLOBAL__sub_I_main,no_class_function,_GLOBAL__sub_I_main
0.0,51.33,0.0,1.0,0.0,0.0,profileToString(Profile::Name),profileToString(Profile,Name
0.0,51.33,0.0,1.0,0.0,0.0,_get_x86_extensions(),no_class_function,_get_x86_extensions
0.0,51.33,0.0,1.0,0.0,0.0,"stringToInputColourSpaceConvert(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool)",stringToInputColourSpaceConvert(std,"__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool"
0.0,51.33,0.0,1.0,0.0,0.0,BinCounter::BinCounter(),BinCounter,BinCounter
0.0,51.33,0.0,1.0,0.0,0.02,"EncReshape::calcSeqStats(Picture*, SeqInfo&)",EncReshape,calcSeqStats
0.0,51.33,0.0,1.0,0.0,0.0,"EncReshape::bubbleSortDsd(double*, int*, int)",EncReshape,bubbleSortDsd
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape::adjustLmcsPivot(),EncReshape,adjustLmcsPivot
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape::constructReshaperLMCS(),EncReshape,constructReshaperLMCS
0.0,51.33,0.0,1.0,0.0,0.0,"EncReshape::deriveReshapeParametersSDR(bool*, bool*)",EncReshape,deriveReshapeParametersSDR
0.0,51.33,0.0,1.0,0.0,0.0,EncReshape::destroy(),EncReshape,destroy
